,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,TUSDUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,VETUSDT,USDCUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,XMRUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MITHUSDT,MATICUSDT,ATOMUSDT,TFUELUSDT,ONEUSDT,FTMUSDT,ALGOUSDT,GTOUSDT,DOGEUSDT,DUSKUSDT,ANKRUSDT,WINUSDT,COSUSDT,COCOSUSDT,MTLUSDT,TOMOUSDT,PERLUSDT,DENTUSDT,MFTUSDT,KEYUSDT,DOCKUSDT,WANUSDT,FUNUSDT,CVCUSDT,CHZUSDT,BANDUSDT,BUSDUSDT,BEAMUSDT,XTZUSDT,RENUSDT,RVNUSDT,HBARUSDT,NKNUSDT,STXUSDT,KAVAUSDT,ARPAUSDT,IOTXUSDT,RLCUSDT,CTXCUSDT,BCHUSDT,TROYUSDT,VITEUSDT,FTTUSDT,EURUSDT,OGNUSDT,DREPUSDT,TCTUSDT,WRXUSDT,BTSUSDT,LSKUSDT,BNTUSDT,LTOUSDT,AIONUSDT,MBLUSDT,COTIUSDT,STPTUSDT,WTCUSDT,DATAUSDT,SOLUSDT,CTSIUSDT,HIVEUSDT,CHRUSDT,BTCUPUSDT,BTCDOWNUSDT,ARDRUSDT,MDTUSDT,STMXUSDT,KNCUSDT,REPUSDT,LRCUSDT,PNTUSDT,COMPUSDT,SCUSDT,ZENUSDT,SNXUSDT,ETHUPUSDT,ETHDOWNUSDT,ADAUPUSDT,ADADOWNUSDT,LINKUPUSDT,LINKDOWNUSDT,VTHOUSDT,DGBUSDT,GBPUSDT,SXPUSDT,MKRUSDT,DCRUSDT,STORJUSDT,BNBUPUSDT,BNBDOWNUSDT,MANAUSDT,AUDUSDT,YFIUSDT,BALUSDT,BLZUSDT,IRISUSDT,KMDUSDT,JSTUSDT,SRMUSDT,ANTUSDT,CRVUSDT,SANDUSDT,OCEANUSDT,NMRUSDT,DOTUSDT,LUNAUSDT,RSRUSDT,PAXGUSDT,WNXMUSDT,TRBUSDT,SUSHIUSDT,YFIIUSDT,KSMUSDT,EGLDUSDT,DIAUSDT,RUNEUSDT,FIOUSDT,UMAUSDT,TRXUPUSDT,TRXDOWNUSDT,XRPUPUSDT,XRPDOWNUSDT,DOTUPUSDT,DOTDOWNUSDT,BELUSDT,WINGUSDT,UNIUSDT,NBSUSDT,OXTUSDT,SUNUSDT,AVAXUSDT,HNTUSDT,FLMUSDT,ORNUSDT,UTKUSDT,XVSUSDT,ALPHAUSDT,AAVEUSDT,NEARUSDT,FILUSDT,INJUSDT,AUDIOUSDT,CTKUSDT,AKROUSDT,AXSUSDT,HARDUSDT,DNTUSDT,STRAXUSDT,UNFIUSDT,ROSEUSDT,AVAUSDT,XEMUSDT,SKLUSDT,GRTUSDT,JUVUSDT,PSGUSDT,1INCHUSDT,REEFUSDT,OGUSDT,ATMUSDT,ASRUSDT,CELOUSDT,RIFUSDT,BTCSTUSDT,TRUUSDT,CKBUSDT,TWTUSDT,FIROUSDT,LITUSDT,SFPUSDT,DODOUSDT,CAKEUSDT,ACMUSDT,BADGERUSDT,FISUSDT,OMUSDT,PONDUSDT,DEGOUSDT,ALICEUSDT,LINAUSDT,PERPUSDT,RAMPUSDT,SUPERUSDT,CFXUSDT,AUTOUSDT,TKOUSDT,PUNDIXUSDT,TLMUSDT,BTGUSDT,MIRUSDT,BARUSDT,FORTHUSDT,BAKEUSDT,BURGERUSDT,SLPUSDT,SHIBUSDT,ICPUSDT,ARUSDT,POLSUSDT,MDXUSDT,MASKUSDT,LPTUSDT,XVGUSDT,ATAUSDT,GTCUSDT,TORNUSDT,ERNUSDT,KLAYUSDT,PHAUSDT,BONDUSDT,MLNUSDT,DEXEUSDT,C98USDT,CLVUSDT,QNTUSDT,FLOWUSDT,TVKUSDT,MINAUSDT,RAYUSDT,FARMUSDT,ALPACAUSDT,QUICKUSDT,MBOXUSDT,FORUSDT,REQUSDT,GHSTUSDT,WAXPUSDT,TRIBEUSDT,GNOUSDT,XECUSDT,ELFUSDT,DYDXUSDT,POLYUSDT,IDEXUSDT,VIDTUSDT,USDPUSDT,GALAUSDT,ILVUSDT,YGGUSDT,SYSUSDT,DFUSDT,FIDAUSDT,FRONTUSDT,CVPUSDT,AGLDUSDT,RADUSDT,BETAUSDT,RAREUSDT,LAZIOUSDT,CHESSUSDT,ADXUSDT,AUCTIONUSDT,DARUSDT,BNXUSDT,MOVRUSDT,CITYUSDT,ENSUSDT,KP3RUSDT,QIUSDT,PORTOUSDT,POWRUSDT,VGXUSDT,JASMYUSDT,AMPUSDT,PLAUSDT,PYRUSDT,RNDRUSDT,ALCXUSDT,SANTOSUSDT,MCUSDT,BICOUSDT,FLUXUSDT,FXSUSDT,VOXELUSDT,HIGHUSDT,CVXUSDT,PEOPLEUSDT,OOKIUSDT,SPELLUSDT,JOEUSDT,ACHUSDT,IMXUSDT,GLMRUSDT,LOKAUSDT,SCRTUSDT,API3USDT,BTTCUSDT,ACAUSDT,ANCUSDT,XNOUSDT,WOOUSDT,ALPINEUSDT,TUSDT,ASTRUSDT,GMTUSDT,KDAUSDT,APEUSDT,BSWUSDT,BIFIUSDT,MULTIUSDT,STEEMUSDT,MOBUSDT,NEXOUSDT,REIUSDT,GALUSDT,LDOUSDT,EPXUSDT,OPUSDT,LEVERUSDT,STGUSDT,LUNCUSDT,GMXUSDT,NEBLUSDT,POLYXUSDT,APTUSDT,OSMOUSDT,HFTUSDT,PHBUSDT,HOOKUSDT,MAGICUSDT,HIFIUSDT,RPLUSDT,PROSUSDT,AGIXUSDT,GNSUSDT,SYNUSDT,VIBUSDT,SSVUSDT,LQTYUSDT,AMBUSDT,BETHUSDT,USTCUSDT,GASUSDT,GLMUSDT,PROMUSDT,QKCUSDT,UFTUSDT,IDUSDT,ARBUSDT,LOOMUSDT,OAXUSDT,RDNTUSDT,WBTCUSDT,EDUUSDT,SUIUSDT,AERGOUSDT,PEPEUSDT,FLOKIUSDT,ASTUSDT,SNTUSDT,COMBOUSDT
ETHUSDT,0.882950391,1,0.790607047,0.706638296,0.763185041,0.77105692,0.789366171,0.699175669,0.713451219,-0.020119912,0.774741763,0.777604589,0.72163649,0.634883026,0.818465136,0.702362177,0.463921558,0.798456221,0.022407013,0.784957424,0.684335572,0.755071896,0.721673494,0.737079237,0.744857051,0.515482293,0.757185239,0.748822223,0.804579377,0.737948032,0.691386225,0.746304483,0.666331593,0.722974127,0.775689209,0.378325517,0.795963097,0.738146141,0.65772052,0.738020885,0.710598107,0.751432506,0.476703549,0.68259089,0.541553004,0.631309915,0.508406431,0.67432666,0.327882683,0.645053412,0.628312431,0.427325352,0.696087204,0.5161854,0.441403232,0.64418464,0.583340399,0.801313732,0.691497449,0.607233768,0.593305193,-0.059186139,0.488460354,0.784093085,0.618747454,0.697658678,0.708547926,0.487155961,0.570184393,0.667848597,0.524812374,0.722989229,0.490889189,0.386363453,0.798891501,0.589468089,0.643148733,0.50971202,0.342496746,0.70229032,0.384007387,0.39548638,0.678312535,0.530711954,0.68746224,0.82967748,0.428427369,0.433973416,0.589488988,0.692871136,0.690360548,0.585932066,0.674836224,0.754768302,0.640141343,0.508501292,0.75206916,0.859389693,-0.864669724,0.670737777,0.469979229,0.738580954,0.731201447,0.598821194,0.759334815,0.547625347,0.740041021,0.718788321,0.775197618,0.68549118,0.987085059,-0.975583208,0.753945933,-0.771587549,0.758310765,-0.716348653,0.671624515,0.76402445,0.330626363,0.577343032,0.73418779,0.584983862,0.689907901,0.772402375,-0.728020089,0.705709199,0.233871096,0.739497638,0.873052226,0.632531247,0.480792161,0.341775061,0.705893466,0.420203025,0.589621586,0.795494941,0.772822096,0.626302636,0.35938331,0.828303821,0.46407629,0.616311233,0.256739258,0.607267208,0.488597979,0.74162054,0.365240735,0.75370293,0.667004997,0.690942559,0.870996062,0.73069982,0.590084976,0.579302821,-0.496373077,0.699568869,-0.612572531,0.733973911,-0.721789499,0.606298767,0.333820946,0.781370984,0.311133387,0.70354962,0.455694556,0.807913871,0.357132262,0.579021493,0.579289425,0.620429687,0.469674776,0.667193049,0.835201259,0.811455237,0.612878497,0.656546154,0.659476475,0.46991149,0.428409589,0.704306882,0.54684405,0.479950491,0.483370903,0.535481151,0.671851069,0.580917087,0.614125039,0.673722008,0.677917964,0.457814793,0.548176398,0.700086915,0.622399622,0.274528127,0.554665042,0.375515125,0.662307956,0.45229874,0.31494329,0.524305409,0.505964932,0.401481062,0.416948934,0.417378274,0.557809437,0.656841216,0.725442251,0.521081024,0.717948438,0.494086186,0.716129182,0.532332637,0.549408836,0.766788105,0.584594621,0.579745714,0.093273254,0.667425984,0.499431981,0.485900168,0.52087843,0.419792115,0.719847731,0.517557255,0.333903533,0.483477294,0.459522091,0.723715488,0.433827251,0.751386436,0.648193121,0.69828687,0.676210718,0.717891173,0.408312595,0.523553408,0.710094756,0.669912209,0.646495558,0.654733688,0.469543437,0.513326578,0.612150385,0.32340185,0.377275421,0.552064443,0.439149744,0.681387752,0.644986153,0.589601715,0.743202726,0.584848614,0.645363787,0.591529377,0.618267376,0.553348484,0.599153143,0.708419817,0.712756478,0.464903781,0.266102664,0.757019838,0.320828175,0.94838446,0.698553665,0.513072825,0.628763074,0.269645772,0.559226865,0.382276693,-0.031136647,0.602581055,0.829945997,0.644630996,0.673045788,0.417542641,0.387141399,0.704457761,0.475534938,0.572906679,0.44079261,0.535877855,0.585275529,0.40050734,0.603300683,0.508764879,0.665527986,0.691738758,0.063648172,0.716923362,0.542963109,0.740073071,0.689708061,0.605779464,0.354863859,0.752225605,0.26858304,0.618037431,0.553259565,0.616621183,0.694309692,0.604193583,0.688195111,0.375769918,0.743528501,0.612827231,0.598283165,0.504472943,0.651421396,0.557704724,0.738408201,0.594973907,0.62507952,0.636608887,0.627516251,0.404261457,0.660816562,0.740671011,0.581662692,0.648743988,0.629644894,0.744769945,0.610627627,0.485947362,0.547546206,0.651532148,0.445380738,0.572969956,0.605203078,0.72334693,0.669005211,0.723224506,0.69541387,0.641843747,0.581815579,0.710246594,0.354654774,0.705361251,0.622948681,0.682814139,0.687920157,0.552017656,0.735457197,0.469780643,0.514741767,0.41910849,0.761954201,0.466106172,0.50547816,0.658948148,0.778067359,0.621871525,0.486522342,0.610952798,0.653357536,0.585935801,0.628125651,0.665189722,0.582658338,0.678082367,0.64610862,0.594965606,0.673709167,0.494706591,0.51467764,0.997309388,0.5511888,0.653735725,0.705333607,0.505088753,0.611188215,0.552588173,0.632743365,0.722060085,0.544839007,0.395125227,0.719087168,0.87095254,0.463711796,0.575712558,0.766287651,0.643930099,0.765434509,0.398108155,0.804443674,0.853938402
BETHUSDT,0.854330441,0.997309388,0.6680042,0.694411445,0.730245279,0.693177142,0.731260518,0.549371167,0.645189812,0.055480447,0.75559044,0.710111569,0.657736964,0.641630721,0.790096384,0.617661921,0.557635978,0.789270186,0.113502508,0.817948973,0.715893889,0.770619713,0.711465461,0.674910604,0.682401069,0.739833613,0.79736193,0.615267753,0.785880421,0.785621206,0.603659649,0.739991189,0.471724086,0.767212522,0.753953386,,0.73324621,0.718933887,0.761507292,0.819801572,0.801286567,0.736607192,,0.679375168,0.754501727,0.761001429,0.400882159,0.734001515,0.474507082,0.513426637,0.636612192,0.343049276,0.776927927,,0.322302585,0.676862225,0.615391698,0.641119516,0.290068571,0.665528215,0.744080258,0.271318429,,0.76446849,0.617565886,0.791755467,0.654194228,0.63214974,0.607861484,0.523096263,0.310285795,0.711717133,0.563633116,0.670053086,0.757301584,0.597217402,0.640082384,,0.310394217,0.758182308,0.291414226,,0.691347318,0.479525539,0.710975909,0.756413439,0.689752147,,0.720791297,0.70793708,0.666163047,0.468798756,0.741732759,0.728522638,0.494598558,0.716849345,0.728986725,0.854020345,-0.817874664,0.4937382,0.385155673,0.756257235,0.779976951,,0.840866611,0.524413277,0.799965333,0.709978774,0.827866063,0.693953173,0.996652,-0.988098968,0.606812484,-0.728861714,0.57775492,-0.547890154,0.637971781,0.797061994,0.308315604,0.426468116,0.635122346,0.556261793,0.689015668,0.623708435,-0.665035296,0.738898374,0.210396061,0.693839158,0.892147863,0.779407826,0.301808847,0.245143986,0.679472776,,0.629751396,0.803109899,0.791986352,0.712239291,0.629040736,0.825757375,0.593331805,0.760743527,0.196166808,0.762848808,0.762929863,0.721063704,0.601890155,0.755445939,0.536182773,0.626065557,0.851524234,0.777906169,0.506811564,,,0.498875171,-0.39269206,,,0.542050616,0.594851746,0.814635485,,0.74577171,0.616102714,0.789860141,,0.731910587,0.491611761,0.471994621,0.380940185,0.550649668,0.840096409,0.776696757,0.725804207,0.649450316,0.690417406,0.641758887,0.469499079,0.772357805,0.658196538,,0.569653664,0.7298803,0.801289395,0.665732471,0.782080483,0.769875638,0.807373362,0.265589268,0.535103243,0.769548297,0.757599099,0.085993844,0.477875757,0.332123788,0.657319721,0.502780346,,0.575783828,0.644767052,0.665352044,0.648271729,0.757613033,0.767779407,0.655110691,0.555000314,0.463869913,0.834419419,0.709312959,0.685725976,0.590071488,0.630949458,0.749941867,0.479078128,0.746914367,,0.475325021,0.697627471,0.154973057,0.662256534,0.743941031,0.733379347,,,0.237288181,0.58835145,0.785948162,0.646517152,0.74089504,0.708895541,0.690003402,0.729944323,0.680566497,0.615417251,0.639413344,0.729296822,0.560655945,0.708359519,0.68859797,,0.308550501,0.612473188,0.590306375,0.621795416,0.734066955,0.65995978,0.711933038,0.707300325,0.667617821,0.783310213,0.608562936,0.817658088,0.323085598,0.679827771,0.604415757,0.657440792,0.66199866,0.625619512,0.67236723,0.442585897,0.742775796,,0.940868128,0.75483283,0.536883778,0.717809083,,0.394696565,0.605343714,-0.03852359,0.679558073,0.777173341,0.638939487,0.639867263,0.384144456,0.521273713,0.674521947,0.640117261,0.607158693,0.240608516,0.583197181,0.643741353,0.542433439,0.57755063,0.63742837,0.682211508,0.712026505,0.588801572,0.766447823,0.345685577,0.777550362,0.668896683,0.747551657,0.43866111,0.766855628,0.391065661,0.682543789,0.606555479,0.663781571,0.637874415,0.562299405,0.624270851,0.490974354,0.738141478,0.633279768,0.669133772,0.775371267,0.705957886,0.675818808,0.84164062,0.737001548,0.728180422,0.742932375,0.444812058,0.647430279,0.732031903,0.767994315,0.717069866,0.706348446,0.712425618,0.367551234,0.637278999,,0.669348515,0.685916948,0.245096407,0.658257141,0.787350885,0.700792062,0.733855678,0.715393942,0.632531943,0.690342022,0.424844794,0.645717534,0.54157264,0.555562532,0.586964808,0.736818913,0.674158704,0.49150985,0.694082431,0.66640762,0.684765169,0.516102465,0.724021037,0.123659789,0.440029914,0.651051529,0.789947626,0.669242003,0.658392524,0.728770679,0.73524944,0.506493092,0.715399592,0.699140973,0.656753653,0.708375575,0.649896736,0.574778148,0.704991936,0.559191733,0.517641203,1,0.556454561,0.660408085,0.711703664,0.502029943,0.62040214,0.557700256,0.644162501,0.729565014,0.555941482,0.402577771,0.723779879,0.870479727,0.469464101,0.58962861,0.770952502,0.648575866,0.771075007,0.400217418,0.812029166,0.853388832
ETHUPUSDT,0.888091002,0.987085059,0.784304603,0.716382988,0.7626635,0.772525008,0.789497033,0.702226021,0.705269884,-0.011876245,0.776139482,0.771053224,0.731298038,0.650844477,0.797069289,0.719915849,0.462133761,0.804530882,0.028563999,0.784557487,0.686526722,0.759533197,0.722580737,0.738644897,0.758308214,0.515651569,0.759709567,0.74109485,0.809063081,0.746260362,0.689422284,0.75189838,0.670791573,0.722140025,0.780013598,0.36163045,0.78226015,0.731091456,0.669211583,0.743893377,0.718582271,0.760205571,0.446366623,0.691111072,0.539169547,0.631573207,0.52055172,0.675188165,0.335686572,0.651427029,0.643351458,0.422474243,0.703587188,0.495136229,0.43291493,0.644989332,0.579108653,0.817286806,0.664156241,0.614217447,0.583710665,-0.039067863,0.449093892,0.784641163,0.618304498,0.684781279,0.708253665,0.491365592,0.577935393,0.661521004,0.521652311,0.721674423,0.483868044,0.392976943,0.793163828,0.588982861,0.645236593,0.496234032,0.354486013,0.70397391,0.383980473,0.347976646,0.681841209,0.514607711,0.694285225,0.82965757,0.419784293,0.41286083,0.600379152,0.697945401,0.696404121,0.584096567,0.673637366,0.750413425,0.650277318,0.519275541,0.75459456,0.866749997,-0.865643946,0.677904414,0.472323782,0.748354526,0.745139689,0.575772634,0.764958724,0.555663468,0.737662575,0.724527958,0.777283504,0.680809937,1,-0.974301239,0.754459385,-0.768169276,0.747123942,-0.697228022,0.672126894,0.766321387,0.333743924,0.584446372,0.722042348,0.577647706,0.685365106,0.769178279,-0.714290748,0.709793018,0.241957849,0.730745184,0.860745061,0.653524355,0.481719603,0.345745787,0.708772177,0.388932803,0.580234601,0.789687278,0.776967508,0.635083999,0.364100321,0.823568241,0.464960738,0.631306748,0.254677447,0.598260697,0.493934685,0.738098913,0.345205745,0.752239574,0.651916982,0.689720108,0.861497784,0.734255401,0.594585502,0.548567698,-0.466956373,0.699264763,-0.608765237,0.682558372,-0.661967593,0.614957981,0.329718525,0.774883192,0.279631799,0.693142783,0.459120421,0.800454656,0.31531881,0.581059458,0.592197544,0.623763809,0.477940701,0.666788882,0.82072213,0.80555826,0.629520286,0.671295881,0.659714192,0.486151615,0.426959391,0.705282962,0.561922843,0.440466952,0.485276791,0.535002114,0.682789386,0.58174667,0.616450392,0.672006329,0.680679149,0.456712422,0.542283505,0.709575132,0.62648934,0.269106775,0.561565228,0.37444384,0.667860042,0.447302703,0.290222938,0.524381327,0.517270922,0.413076981,0.406684094,0.429506097,0.556982613,0.657232116,0.724315805,0.523282173,0.731364126,0.498398879,0.719292967,0.527547604,0.559249494,0.769874396,0.585990736,0.593004232,0.091181285,0.667429145,0.512275916,0.485179412,0.528747461,0.425905234,0.723606334,0.46904436,0.311830577,0.472655942,0.466289492,0.726644421,0.438727294,0.754335077,0.645013587,0.705833815,0.681649044,0.720396365,0.41771479,0.533160231,0.712333601,0.665275622,0.644494647,0.654741659,0.444867298,0.49731175,0.614881174,0.315841518,0.381408264,0.553904916,0.441857218,0.692178396,0.640326291,0.579961839,0.743988131,0.589193018,0.659759134,0.57110188,0.626999801,0.573361159,0.591686611,0.705867454,0.705904987,0.460329383,0.28887815,0.759456144,0.337392401,0.94078183,0.700863028,0.503358831,0.63797538,0.249890183,0.563885299,0.364341644,-0.029341591,0.603478345,0.830378154,0.651985412,0.666394325,0.408819261,0.365711468,0.701659183,0.475306858,0.57531007,0.443973444,0.52866038,0.586800711,0.405922332,0.597897214,0.510475509,0.660168119,0.695192842,0.068161563,0.719737745,0.542562738,0.733638448,0.679139719,0.596688348,0.361270992,0.761142524,0.272243697,0.631077521,0.561478898,0.627893525,0.691198512,0.607906434,0.677909331,0.389748809,0.741421882,0.612744591,0.600816323,0.523913754,0.66389792,0.572235528,0.741980512,0.598505954,0.616279784,0.649297838,0.614541449,0.416920785,0.668340415,0.744226834,0.574682032,0.651687243,0.622683459,0.735633681,0.614816967,0.456458468,0.542486569,0.653164059,0.443121075,0.576145428,0.618440011,0.721663086,0.673816329,0.711978849,0.694168878,0.643238685,0.588685381,0.714447039,0.359209723,0.686475215,0.620182521,0.690884768,0.676400597,0.560267507,0.735322432,0.465777047,0.516431905,0.427228197,0.74441569,0.449347565,0.504306037,0.640892808,0.764566644,0.622298612,0.47058274,0.604533098,0.652090583,0.588172712,0.62333951,0.669140952,0.584963387,0.677359383,0.64726142,0.602947543,0.670422621,0.500125866,0.519029818,0.996652,0.564033248,0.662754126,0.712190861,0.507801403,0.620839357,0.56352419,0.637185999,0.719090143,0.554108239,0.388265837,0.722643139,0.878870976,0.470651078,0.594880603,0.766967795,0.64043586,0.769940396,0.395050021,0.810717947,0.863677369
GNOUSDT,0.837221817,0.94838446,0.740872697,0.676393938,0.712503297,0.72882474,0.743181257,0.663528185,0.660928571,-0.002663861,0.734069924,0.737800423,0.687094639,0.602125433,0.777544757,0.68189353,0.455350432,0.758173057,0.019963383,0.733740739,0.656167801,0.708557569,0.669188808,0.701491649,0.717958876,0.493581627,0.719549302,0.701252451,0.763360629,0.706760243,0.656981728,0.708939409,0.638917056,0.672848459,0.738871154,0.36127443,0.757780643,0.700041768,0.623508314,0.692672222,0.689069131,0.722901091,0.444178211,0.622318196,0.502741466,0.596204036,0.47807444,0.639638643,0.299497347,0.606528873,0.61087548,0.409860531,0.657204896,0.487739961,0.422016305,0.607424532,0.535922341,0.782388778,0.64003391,0.570760835,0.572751704,-0.046705032,0.44316796,0.749578394,0.589865361,0.662726537,0.677746593,0.440489768,0.548605933,0.62989646,0.481974185,0.680831728,0.475263107,0.385829326,0.745447541,0.564365625,0.614154586,0.48635334,0.335740627,0.670527901,0.3517445,0.375317661,0.643165814,0.515541643,0.667413791,0.796249243,0.406033011,0.400741388,0.569600185,0.662906605,0.66412631,0.542165904,0.655854267,0.714578518,0.604971293,0.48668759,0.718968631,0.820509337,-0.818215887,0.635457042,0.474521507,0.694993567,0.707343234,0.566713151,0.733354782,0.513584649,0.703493651,0.701433824,0.739888089,0.655446363,0.94078183,-0.926592813,0.712728672,-0.725735071,0.710561695,-0.661909926,0.622009182,0.735518974,0.328562361,0.564314218,0.702755073,0.541056479,0.671855868,0.727732181,-0.675182243,0.67758677,0.219550788,0.698142339,0.81616169,0.600125877,0.457538126,0.325936293,0.673973633,0.387494468,0.563316262,0.743375028,0.734878897,0.603348535,0.356247906,0.782619462,0.443386525,0.586606994,0.232200383,0.59339002,0.480240445,0.696834225,0.33872059,0.717876694,0.621435748,0.658420488,0.830526625,0.703203306,0.585485654,0.525918584,-0.449339215,0.66035264,-0.576146649,0.678771854,-0.663667955,0.576818126,0.321762442,0.72795091,0.283370441,0.670028228,0.448667443,0.766019561,0.287956778,0.54215761,0.544695222,0.596648825,0.463991078,0.633031654,0.790881864,0.773174386,0.579999746,0.63137019,0.623510965,0.457611539,0.394808685,0.678464446,0.530210842,0.44814543,0.462341764,0.500927875,0.631454816,0.573438422,0.594037325,0.633647796,0.643833989,0.465276611,0.55863862,0.670101587,0.587573626,0.316318311,0.563216914,0.380614242,0.638603197,0.438080673,0.305234901,0.48112003,0.478318064,0.35387859,0.404560205,0.388535752,0.531692572,0.614667938,0.691799021,0.52222899,0.698754616,0.462676168,0.677146414,0.489740032,0.545784541,0.732317404,0.549197547,0.562789891,0.118585963,0.63100845,0.466244033,0.457051664,0.505761801,0.388672908,0.67870945,0.463575123,0.30665448,0.487632884,0.448983397,0.684056342,0.393058632,0.709843999,0.591301243,0.660306138,0.662120952,0.685485472,0.399235764,0.492997128,0.6961815,0.634536722,0.622989483,0.618222088,0.450005758,0.484269428,0.582291425,0.317781688,0.349212585,0.53368346,0.435725389,0.65623323,0.620038895,0.561649019,0.7095409,0.566208805,0.620816932,0.546402985,0.599517277,0.543064063,0.594588302,0.672663543,0.677722921,0.455087303,0.282570976,0.717318048,0.301726378,1,0.673341271,0.481556015,0.619119184,0.274093662,0.534006498,0.354211624,-0.037867144,0.576370469,0.795591214,0.625020014,0.635625637,0.392728409,0.34641999,0.678888912,0.447304254,0.551989229,0.428816821,0.502432925,0.56733096,0.405995757,0.56809525,0.481643578,0.627699615,0.665180475,0.059820623,0.701242839,0.546092359,0.6792739,0.673978031,0.578094213,0.375555791,0.71195782,0.260207103,0.581033093,0.529662942,0.594052223,0.65752852,0.594768679,0.669422826,0.454694122,0.721615766,0.573958362,0.576539915,0.518489693,0.636944424,0.565973973,0.705960875,0.55500507,0.57827421,0.600724134,0.593592378,0.377563497,0.643423653,0.714720203,0.573712325,0.636279337,0.574733337,0.712869102,0.591510683,0.442629384,0.523008369,0.630111614,0.460762136,0.560100025,0.580645036,0.692455465,0.629555578,0.681327017,0.659787527,0.63123178,0.554572251,0.664846515,0.353095372,0.662941673,0.580520631,0.650327344,0.652830441,0.499574682,0.700182404,0.443657673,0.516370223,0.446253513,0.745298089,0.451278753,0.443037743,0.646725359,0.773464192,0.614539696,0.488570332,0.617751263,0.618717162,0.58602703,0.564866845,0.621900874,0.607362215,0.684599344,0.631916735,0.609096668,0.6569956,0.495139487,0.47842245,0.940868128,0.573993529,0.645157334,0.668827283,0.508923142,0.594755653,0.539773038,0.634201729,0.729803505,0.535631129,0.399494722,0.727208767,0.828105442,0.438577119,0.566951939,0.821143627,0.737885896,0.747112959,0.409533793,0.763448957,0.844561722
